,category_0,category_1,category_2,category_3,category_4,category_5,category_6,category_id
8226,Hudební nástroje,"Flétny, harmoniky",Foukací harmoniky,,,,,45869
8231,Zdraví,Zdravá výživa,Superpotraviny,Houby,,,,4556821
8232,Pro děti,Péče o dítě,Plenky a přebalování,Plenky,Pampers,,,5379
8234,Zdraví,Lékárna,Zdravá výživa,Koření,,,,67372
8235,Hudební nástroje,"Flétny, harmoniky",Flétny,,,,,45868
8236,Bílé zboží,Digestoře,Klasické odsavače,Šířka 50 cm,,,,258
8237,Hobby a zahrada,Stavby na zahradě,Ploty,Příslušenství,Svařované sítě,,,241825
8238,"Sport, outdoor",Obuv,"Sandály, Crocs",,,,,1140858
8242,Krása a parfémy,Holení a depilace,Luxusní holení,,,,,49862
8244,Značky,Miele,Vysavače,Sáčkové podlahové vysavače,,,,812813
8249,Hudební nástroje,DJ,DJ příslušenství,"DJ kufry, obaly, futrály",,,,46023
8250,Auto-moto,Auto potřeby,Pneumatiky,Nákladní auta,Zimní,,,1019496
8251,"PC, konzole, kancelář",Síťové prvky,Příslušenství,,,,,35173
8252,"Oblečení, móda",Dámské oblečení,Spodní prádlo,Košilky,,,,1830387
8253,"Oblečení, móda",Pánské oblečení,"Tašky, batohy",Cestovní tašky,,,,703725
8256,Auto-moto,Auto potřeby,Exteriér,Stěrače,,,,37450
8257,Domácnost,Koupelna,Doplňky,,,,,14482
8258,Chovatelské potřeby,Kočky,"Kosmetika, péče","Odpuzovače, čističe",,,,9413
8261,"Sport, outdoor",Zimní sporty,Sněžnice,,,,,52784
8262,Domácnost,"Nábytek, matrace","Skříně, nástavce",Skříně,,,,1916
8264,Zdraví,Lékárna,Přírodní kosmetika,Tělová kosmetika,Péče o tělo,"Celulitida, strie",,67335
8266,Domácnost,Kuchyně,"Hrnce, kastroly",Kastroly,,,,5617
8267,Hračky,Hračky na zahradu,Dětská hřiště,Příslušenství,,,,37324
8268,Zdraví,Lékárna,"Části těla, problematiky",Dýchací cesty,Mandle,,,4559099
8269,Hobby a zahrada,Zahradní nábytek,Markýzy,,,,,7121
8272,Péče o dítě,Dárky,,,,,,78013
8275,Zdraví,Lékárna nová,"Části těla, problematiky",Dýchací cesty,Nos,,,4550282
8276,Pro děti,Hračky,Školní potřeby,Potřeby pro školáky,Psací potřeby,"Křídy, uhly",,23574
8277,"Sport, outdoor",Oblečení,"Kalhoty, tepláky",Lyžařské kalhoty,Dámské kalhoty,,,1019045
8281,Zdraví,Zdravá výživa,"Vláknina, syrovátka",Syrovátka,,,,4559173
8283,"Oblečení, móda",Dětské oblečení,Kojenecké oblečení,Capáčky,,,,1491763
8284,Krása a parfémy,Dekorativní kosmetika,Kosmetické pomůcky,"Depilace, epilace",,,,66508
8286,Chovatelské potřeby,Kočky,"Kosmetika, péče",Péče o zuby,,,,14702
8288,Zdraví,Zdravá výživa,"Pomazánky, másla, paštiky",Paštiky,,,,4556775
8289,Hobby a zahrada,"Ohřev vody, vytápění",Podlahové topení,,,,,90209
8290,Pro děti,Hračky,Stavebnice,LEGO®,Od 5 do 6 let,,,282
8292,"Sport, outdoor","Camping, outdoor","Karimatky, matrace",Karimatky,Samonafukovací,,,382
8293,Zdraví,Zdravá výživa,Nápoje,Kozí mléko,,,,4554592
8295,"PC, notebooky a kancelář",Kancelářské potřeby,Archivace dokumentů,Obaly,,,,23608
8296,Domácnost,"Sedací vaky, taburety",,,,,,33596
8297,"PC, konzole, kancelář",Herní příslušenství,"Herní předplatné, stojany, ostatní",,,,,20305
8299,Domácí spotřebiče,Rychlovarné konvice,,,,,,12
8301,Domácnost,"Nábytek, matrace",Jídelna,Jídelní židle,,,,2146
8302,Pro děti,Hračky,Figurky,Sběratelské figurky,,,,163
8303,Hračky,"Kreativní, výtvarné hračky",Vytvoř si sám,,,,,1674
8304,"Sport, outdoor",Potápěčské potřeby,Potápěčská světla a lampy,Akumulátory,,,,277783
8311,"PC, notebooky a kancelář",Kancelářské potřeby,Kancelářské doplňky,Ergonomie,,,,23643
8313,Hobby a zahrada,Pracovní výstroj,Ochranné pracovní pomůcky,,,,,2000
8315,Hobby a zahrada,Zahradní nábytek,"Křesla, židle",,,,,1968
8316,Zdraví,Zdravá výživa,"Vláknina, syrovátka",Další druhy vlákniny,,,,4554614
8317,Domácí spotřebiče,Péče o vzduch,Zvlhčovače vzduchu,,,,,2136
8318,"Sport, outdoor",Bojové sporty,Vybavení pro bojové sporty,Suspenzory,,,,67578
8319,Herní zóna,Herní příslušenství,Sluchátka,,,,,1903
8320,Pro děti,Péče o dítě,Plenky a přebalování,Plenky,Bio pleny,,,11369
8321,Pro děti,Hračky,Stavebnice,LEGO®,Creator,,,4152
8322,"PC, notebooky a kancelář",LCD monitory,Profi-grafické LCD,,,,,76
8323,Drogerie,Ústní hygiena,"Zubní, mezizubní kartáčky",,,,,2147
8324,"Sport, outdoor",Sportovní výživa,Kreatin,Kre-alkalyn,,,,1054779
8327,Zdraví,Lékárna,Problematiky,Paraziti,,,,67266
8328,"Sport, outdoor",Rybářské potřeby,"Oblečení, obuv a doplňky","Čelovky, světla","Světla, lampy",,,2076
8329,Pro děti,Hračky,Hry a puzzle,Cestovní hry,,,,25641
8330,"Sport, outdoor",Rybářské potřeby,"Návnady, nástrahy, krmení","Krmení, nástrahy","Těsta, gely",,,2065
8331,Hračky,Školní potřeby,Školní batohy,Pro 2. stupeň,,,,1312958
8336,Značky,Miele,Pračky,Copy of Automatické pračky,,,,2077891
8337,Hračky,Dětské kuchyňky,,,,,,7051
8338,Zdraví,Zdravá výživa,"Obiloviny, rýže",Rýže,Rýže dlouhozrnná,,,4559134
8340,"Sport, outdoor","Fitness, posilování",Monitory aktivit,,,,,260
8341,Domácnost,Koupelna,Koupelnový textil,Sprchové závěsy,,,,13442
8342,"PC, konzole, kancelář",Herní příslušenství,Joysticky,,,,,16015
8343,Bílé zboží,Pračky,Vestavné,Vestavné se sušičkou,,,,426530
8344,Domácnost,"Bytový textil, koberce","Ubrusy, utěrky, zástěry",Zástěry,,,,53451
8346,Hudební nástroje,DJ,DJ kontrolery a systémy,,,,,46020
8347,Zdraví,Lékárna,"Části těla, problematiky","Kůže, vlasy, nehty",Kůže,,,4554578
8349,"Sport, outdoor",Rybářské potřeby,Vybavení,"Splávky, kačeny, plovátka","Kačeny, bójky",,,67140
8350,"Sport, outdoor",Sportovní výživa,Sacharidy - gainery,,,,,50105
8352,Zdraví,Zdravá výživa,Nápoje,Sójové mléko,,,,4554593
8354,Pro děti,Hračky,Stavebnice,LEGO®,Friends,,,4233
8355,Bílé zboží,Chladničky,Americké,,,,,2181
8357,"PC, konzole, kancelář",Kancelářské potřeby,Papír,Etikety,,,,23587
8358,"PC, konzole, kancelář",Kancelářské potřeby,Kancelářské doplňky,Doplňky na stůl,,,,23641
8364,"PC, notebooky a kancelář","Tiskárny, skenery",Pokladní systémy,Pokladní tiskárny,,,,90548
8366,Krása a parfémy,Tělová kosmetika,Péče o nohy,Deodoranty na nohy,,,,63545
8367,Drogerie,Pohlcovače vlhkosti,,,,,,37236
8368,"Sport, outdoor",Rybářské potřeby,"Návnady, nástrahy, krmení",Vláčecí nástrahy,Třpytky,,,362
8369,"PC, konzole, kancelář",Kancelářské potřeby,Psací potřeby,Mikrotužky,,,,23603
8370,Krása a parfémy,"Vlasová kosmetika, doplňky",Barvy na vlasy,,,,,14660
8373,"Sport, outdoor",Potápěčské potřeby,Plavecké potřeby,Plavecká chemie,,,,1201066
8374,Pro děti,Hračky,Školní potřeby,"Penály, školní pouzdra",Pouzdra a etue,,,1312959
8375,Hračky,Hračky na zahradu,Pískoviště,,,,,5362
8379,Auto-moto,Auto potřeby,Exteriér,Ochranné lišty,,,,4460
8381,"Sport, outdoor","Camping, outdoor",Outdoorové oblečení,Kraťasy,,,,1156813
8383,Pro děti,Péče o dítě,Bezpečnost,"Dětské chůvičky, monitory dechu",Příslušenství,,,1707154
8384,Pro děti,Hračky,Hračky na zahradu,Dětské stany,,,,161
8385,Televize a audio,AV receivery,Síťové funkce (LAN),,,,,37309
8387,"Sport, outdoor","Camping, outdoor","Karimatky, matrace, deky",Piknikové deky,,,,13393
8388,"Sport, outdoor","Fitness, posilování",Výživa pro silové sporty,Po výkonu,,,,7099
8389,Pro děti,Hračky,"Karneval, oslava",Doplňky ke kostýmům,,,,13441
8390,"Sport, outdoor","Batohy, zavazadla","Ledvinky, peněženky",Peněženky,,,,6959
8392,Krása a parfémy,Holení a depilace,Vody po holení,,,,,1728
8400,Pro děti,Hračky,Dřevěné hračky,Stavebnice,,,,17745
8401,"Sport, outdoor","Camping, outdoor","Cestovní doplňky, orientace","Ponča, pláštěnky",,,,8201
8402,Zdraví,Lékárna,"Části těla, problematiky",Ledviny a močové cesty,"Vylučování vody z organizmu, diuréza",,,5128567
8404,Hračky,Hry a puzzle,Rodinné hry,,,,,85
8406,"Sport, outdoor",Míčové sporty,Fotbal,Míče,,,,13423
8409,Bílé zboží,Sporáky,Kombinované sporáky,,,,,1517
8411,Péče o dítě,Kosmetika,Opalovací krémy,,,,,4325
8412,Zdraví,Lékárna,Části těla,Mandle,,,,67229
8417,"PC, konzole, kancelář",Kancelářské potřeby,Kancelářské doplňky,Vizitkáře,,,,23645
8420,Pro děti,Hračky,Stavebnice,LEGO®,Mindstorms,,,542334
8421,Hračky,Hry a puzzle,Párty hry,,,,,13194
8422,Televize a audio,Mikrosystémy,,,,,,39167
8423,"PC, konzole, kancelář",Kancelářské potřeby,Balení,Motouzy,,,,23628
8424,Domácí spotřebiče,Elektrické vařiče,,,,,,1770
8425,"Sport, outdoor",Cyklistika,Doplňky a údržba,Držáky na kola,,,,4211
8426,Hobby a zahrada,Stavební materiál,Spojovací materiál,"Oka, háčky, karabiny",,,,5620
8427,Domácnost,Jídelna,Svítidla,Venkovní,,,,718037
8428,"PC, notebooky a kancelář",Apple store,iPad,,,,,82
8430,Hudební nástroje,DJ technika,DJ gramofony,Řemínkový náhon,,,,46019
8432,Televize a audio,Auto HiFi,Příslušenství,,,,,1845
8433,"Sport, outdoor",Potápěčské potřeby,Šnorchly,,,,,326
8436,Hobby a zahrada,Zahradní technika,Řetězové pily,,,,,1547
8440,Pro děti,Péče o dítě,Plenky a přebalování,"Přebalovací pulty, komody",S komodou,,,3844137
8441,Drogerie,Čisticí prostředky,,,,,,172
8443,Televize a audio,Radiomagnetofony,S přehráváním kazet,,,,,1705
8445,Televize a audio,Sluchátka,Bezdrátová,,,,,39172
8446,Televize a audio,Reprosoustavy,Sestavy reproduktorů,8 Ohmů,,,,1031386
8449,"Sport, outdoor",Triatlon Test,,,,,,995404
8450,"Sport, outdoor",Zimní sporty,Běžecké lyžování,Vázání,,,,40612
8451,Domácnost,Zavazadla,Cestovní zavazadla,Sady kufrů,,,,2689831
8457,"Sport, outdoor",Rybářské potřeby,"Návnady, nástrahy, krmení","Krmení, nástrahy","Partikly, partiklové nástrahy",,,2060
8458,"PC, notebooky a kancelář",Kancelářské potřeby,Psací potřeby,Pera gelová,,,,23591
8459,"Sport, outdoor",Potápěčské potřeby,Ventily k lahvím,,,,,277772
8461,Bílé zboží,Pračky,Se sušičkou,,,,,1512
8462,Domácnost,"Svítidla, žárovky",LED svítidla,,,,,10220
8463,Hobby a zahrada,Nářadí elektrické,Vrtačky,,,,,1553
8466,Bílé zboží,Digestoře,Vestavné odsavače,,,,,1519
8467,Hračky,Školní potřeby,Dětské batohy,,,,,1883
8469,Pro děti,Péče o dítě,Dětská výživa,Kojenecká mléka,Od narození,,,3849553
8470,"Sport, outdoor",Šipky,Hroty,,,,,263369
8471,Bílé zboží,Myčky,Volně stojící,Šíře 45 cm,,,,1017216
8472,Chovatelské potřeby,Akvaristika,Akvária,Plastová,,,,934116
8474,Domácnost,Interiérové doplňky,"Svíčky, difuzéry",Aroma lampy,,,,53436
8476,Domácí spotřebiče,Osobní péče,Zastřihovače,,,,,99319
8478,Hobby a zahrada,Stavební materiál,Barvy a laky,Lazury,,,,311537
8479,Televize a audio,Televizory,Smart,,,,,1736239
8484,Krása a parfémy,Dárkové sady,,,,,,1884
8485,Domácnost,Kuchyně,Kuchyňské pomůcky,Hmoždíře,,,,1919
8486,"Sport, outdoor",Potápěčské potřeby,Potápěčské ploutve,,,,,14722
8487,Pro děti,Hračky,"Auta, vláčky, vrtulníky",RC modely,"Auta, motorky",,,1875
8488,Auto-moto,Moto potřeby,Moto díly,Moto brzdové destičky,,,,1012133
8490,"Oblečení, móda",Dámské oblečení,Obuv,Baleríny,,,,1798
8491,Hobby a zahrada,"Dům, byt",Visací zámky,,,,,7027
8494,Zdraví,Lékárna,"Relaxace, masáže",Aromaterapie,,,,67351
8495,Domácí spotřebiče,Sodastream,Příslušenství,,,,,46047
8497,"Sport, outdoor",Rybářské potřeby,"Outdoor, bivaky, přístřešky",Vozíky,,,,46119
8498,Péče o dítě,Plenky a přebalování,Koše na pleny,,,,,5368
8499,Auto-moto,Auto potřeby,Pneumatiky,Nákladní auta,,,,4441
8500,"PC, konzole, kancelář","E-booky, čtečky knih",Pouzdra,,,,,1685
8501,Chovatelské potřeby,Kočky,Vitamíny pro kočky,,,,,290
8502,Zdraví,Lékárna,"Části těla, problematiky","Srdce, cévy, krev","Srážení, koagulace krve",,,4556718
8505,Hobby a zahrada,Voda v zahradě,Zavlažování zahrady,Zavlažovací systémy,,,,338
8506,Hobby a zahrada,Nářadí zahradní,"Hrabla, škrabky",,,,,35375
8509,Televize a audio,Televizory,LED TV,Podle ceny,,,,132
8515,"Sport, outdoor",Potápěčské potřeby,Příslušenství pro potápění,Potápěčské láhve na pití,,,,1985
8517,Péče o dítě,Dětská výživa,Dětské nápoje,,,,,1639
8521,Zdraví,Lékárna,"Části těla, problematiky","Nervový systém, mozek, paměť","Zapomnětlivost, paměť, koncentrace",,,5128583
8523,"PC, notebooky a kancelář",Síťové prvky,Switche,,,,,1590
8525,"Sport, outdoor",Potápěčské potřeby,"Potápěčské nože, nůžky",Nože,,,,4375
8526,Pro děti,Hračky,Stavebnice,LEGO®,Overwatch,,,4482390
8531,Chovatelské potřeby,Akvaristika,Akvária,,,,,1518112
8533,Hračky,"Panenky, kočárky, domečky",Doplňky pro panenky,,,,,255
8534,Domácnost,"Nábytek, matrace",Obývací pokoj,Konferenční stoly,,,,1915
8535,Domácnost,Kuchyně,Pečení,Cukrářské pomůcky,Práce s čokoládou,Formy na čokoládu,,31784
8536,Hobby a zahrada,Stavební materiál,Kotvící technika,Ocelové kotvy,,,,49917
8537,"Sport, outdoor",Golf,Golfové doplňky,Headcovery,,,,66805
8538,Hobby a zahrada,Stavební materiál,Kotvící technika,Plastové hmoždinky,,,,66974
8541,Domácnost,"Bytový textil, koberce","Polštáře, přikrývky",Polštáře,,,,10303
8542,"Sport, outdoor","Camping, outdoor","Karimatky, matrace",Karimatky,Nafukovací,,,5658
8543,Hračky,Dětské kuchyňky,"Nádobíčko, spotřebiče",,,,,252
8544,"Sport, outdoor",Detektory kovů,Detektory pro potápěče,,,,,272786
8545,"Sport, outdoor",Oblečení,"Funkční, termoprádlo","Boxerky, trenýrky, kalhotky",Pánské,,,298
8546,"Sport, outdoor",Lovecké potřeby,Lovecké oděvy,"Pokrývky hlavy, kukly",,,,220536
8547,"PC, konzole, kancelář","PC doplňky, příslušenství",Externí mechaniky,,,,,352
8548,Domácnost,Jídelna,Svítidla,Stojací,,,,271386
8549,Domácnost,Kuchyně,Kuchyňské pomůcky,Mísy,,,,19024
8550,"PC, konzole, kancelář",Kancelářské potřeby,Archivace dokumentů,Podložky,,,,22554
8552,"PC, konzole, kancelář",Kancelářské potřeby,Kancelářské doplňky,Odkladače,,,,23639
8553,Hobby a zahrada,Stavby na zahradě,"Skleníky, pařníky",Příslušenství,,,,48367
8554,"Sport, outdoor",Rybářské potřeby,"Návnady, nástrahy, krmení",Potřeby k zakrmování,"Rollbaly, ostatní",,,2069
8555,"Sport, outdoor",Cyklistika,Batohy,,,,,66728
8560,Krása a parfémy,Dekorativní kosmetika,Tužky na obočí,,,,,28196
8561,Pro děti,Hračky,Vzdělávací hračky,Pokusy a experimenty pro děti,,,,1653
8564,Pro děti,Hračky,Stavebnice,Elektronické stavebnice,,,,20274
8565,Hudební nástroje,Noty,Notové stojany,,,,,22583
8570,Televize a audio,Mikrosystémy,Bezdrátové audio systémy,,,,,39257
8571,Péče o dítě,Kosmetika,Kosmetické sady,,,,,1918
8572,"PC, konzole, kancelář",Kancelářské potřeby,Papír,"Diáře, záznamníky",,,,23585
8573,"Sport, outdoor","Camping, outdoor","Vařiče, nádobí, jídlo","Termosky, termonádoby",,,,1216979
8574,Pro děti,Péče o dítě,Uchování vzpomínek,,,,,24642
8575,Značky,Miele,Vysavače,Bezsáčkové podlahové vysavače,,,,812814
8580,"Oblečení, móda",Dámské oblečení,Spodní prádlo,Ponožky,,,,14775
8581,Zdraví,Lékárna,Části těla,Reprodukční orgány,,,,67242
8582,Domácí spotřebiče,Osobní péče,,,,,,8
8583,"Sport, outdoor",Lovecké potřeby,Optika,Puškohledy,,,,220544
8584,Domácnost,"Mopy, úklidové potřeby",Kbelíky,,,,,42734
8586,Pro děti,Hračky,Stavebnice,LEGO®,NINJAGO™,,,131
8590,Zdraví,Lékárna,"Části těla, problematiky",Dýchací cesty,Nos,,,4550282
8592,Zdraví,Lékárna,Problematiky,Zapomnětlivost,,,,67277
8601,Pro děti,Hračky,"Dětská vozítka, kola",Odrážedla,,,,109
8603,"Oblečení, móda",Dámské oblečení,Obuv,,,,,1480415
8607,Domácnost,Jídelna,Barmanské pomůcky,Vývrtky a otvíráky,,,,2164
8609,Domácnost,Odpadkové koše,Sáčky,,,,,1548469
8610,"PC, notebooky a kancelář",Kancelářské potřeby,Psací potřeby,Pera kuličková,,,,23590
8611,Zdraví,Lékárna,Přírodní kosmetika,Pleťová kosmetika,Speciální péče o pleť,Péče o ekzémy,,67324
8612,"Sport, outdoor",Florbal,Florbalové doplňky,,,,,52867
8613,Hobby a zahrada,"Dílna, stavební technika",Měřící technika,"Teploměry, termodetektory",,,,37227
8614,Hračky,Školní potřeby,Potřeby pro školáky,Psací potřeby,,,,1312956
8616,"Sport, outdoor",Golf,Golfové doplňky,Tréninkové pomůcky,,,,39397
8617,"Sport, outdoor",Lovecké potřeby,Fotopasti,,,,,66933
8619,Domácnost,Jídelna,Barmanské pomůcky,Šejkry,,,,33676
8620,Zdraví,Zdravá výživa,Těstoviny,Kukuřičné těstoviny,,,,4556801
8621,Pro děti,Hračky,Školní potřeby,Potřeby pro školáky,Láhve,,,1312951
8623,Bílé zboží,Mrazáky,Truhlicové mrazáky,,,,,1504
8624,Auto-moto,Auto potřeby,Pneumatiky,Osobní auta,Zimní,,,1019494
8625,"Oblečení, móda",Pánské oblečení,Obuv,Tenisky,,,,213
8628,Hudební nástroje,Kytary,Příslušenství,Kytarové stojany,,,,72171
8630,Hobby a zahrada,"Dílna, stavební technika",Pneumatické nářadí,Ostatní pneumatické nářadí,,,,8311
8633,"Sport, outdoor","Camping, outdoor",Piknikové deky,,,,,13393
8634,Hudební nástroje,DJ technika,Příslušenství,Stojany,,,,4448276
8635,Hudební nástroje,"Zvuková technika, aparatura","Stojany, příslušenství",,,,,40776
8636,Domácnost,Koupelna,K umyvadlu,,,,,14746
8638,Zdraví,Zdravá výživa,"Obiloviny, rýže",Obiloviny,"Pšenice, špalda",,,4556751
8639,"Sport, outdoor",Horolezectví,Lezecké doplňky,,,,,20114
8640,Zdraví,Zdravá výživa,"Mouka, krupice, strouhanka",,,,,4567658
8645,Domácnost,Kuchyně,"Dózy, boxy",Chlebníky,,,,4327
8649,Zdraví,Zdravá výživa,Nápoje,Ovesné mléko,,,,4570007
8654,"Oblečení, móda",Pánské oblečení,Doplňky,Deštníky,,,,23556
8655,"Sport, outdoor","Fitness, posilování",Výživa pro silové sporty,Před výkonem,,,,29228
8656,Foto,Paměťové karty,Čtečky karet,,,,,4142
8657,"Sport, outdoor",Golf,Golfové oblečení,Dámské golfové oblečení,Trička,,,66771
8658,"PC, notebooky a kancelář",Kancelářské potřeby,Lepidla,Lepicí pásky,,,,23625
8659,Herní zóna,Herní příslušenství,Volanty,,,,,11412
8660,Chovatelské potřeby,Kočky,Hračky,,,,,1943
8661,Hudební nástroje,DJ,DJ přehrávače,,,,,46022
8663,"Sport, outdoor",Oblečení,Dětské oblečení,Mikiny,,,,1216933
8671,"Mobily, navigace",SMART,SMART domácnost,,,,,2026
8672,Pro děti,Hračky,Hry a puzzle,Rodinné hry,,,,85
8676,Domácnost,Jídelna,Svítidla,Závěsná,,,,264670
8678,Drogerie,Prací prostředky,Péče o pračku,,,,,17910
8680,Krása a parfémy,Dekorativní kosmetika,Perly,,,,,63564
8682,"Oblečení, móda",Dámské oblečení,Spodní prádlo,Podprsenky,,,,5648
8684,Hračky,Školní potřeby,Potřeby pro školáky,Peněženky,,,,1312960
8685,"Sport, outdoor","Camping, outdoor","Cestovní doplňky, orientace","Doplňky, vychytávky",,,,75329
8686,Domácí spotřebiče,Sodastream,Příchutě,,,,,2125
8689,Domácnost,"Nábytek, matrace",Jídelna,Jídelní sety,,,,378
8693,Zdraví,Lékárna,Zdravá výživa,Kaše,,,,16074
8696,Krása a parfémy,Dekorativní kosmetika,Paletky dekorativní kosmetiky,,,,,10199
8697,"Sport, outdoor",Míčové sporty,Fotbal,Mikiny,,,,66969
8698,"Sport, outdoor",Lovecké potřeby,Lovecké oděvy,"Funkční prádlo, sety",,,,277853
8699,"PC, konzole, kancelář",Kancelářské potřeby,Papír,"Bloky, sešity",,,,8256
8700,Krása a parfémy,Pleťová kosmetika,Péče o oční okolí,Oční gely,,,,7030
8702,"Sport, outdoor",Lovecké potřeby,Střelecké hole,Střelecké hole PRIMOS,,,,276913
8703,Domácí spotřebiče,Žehličky,,,,,,10
8704,"PC, notebooky a kancelář",Kancelářské potřeby,Vazba dokumentů,,,,,23633
8706,Auto-moto,Moto potřeby,Moto příslušenství,Plachty na motorku,,,,45961
